3,3,1,1
4,3,1,1
3,4,1,1
4,4,1,1
3,3,2,1
6,3,2,1
7,3,2,1
8,3,2,1
9,3,2,1
10,3,2,1
3,6,2,1
6,6,2,1
7,6,2,1
8,6,2,1
9,6,2,1
10,6,2,1
3,7,2,1
6,7,2,1
7,7,2,1
8,7,2,1
9,7,2,1
10,7,2,1
3,8,2,1
6,8,2,1
7,8,2,1
8,8,2,1
9,8,2,1
10,8,2,1
3,9,2,1
6,9,2,1
7,9,2,1
8,9,2,1
9,9,2,1
10,9,2,1
3,10,2,1
6,10,2,1
7,10,2,1
8,10,2,1
9,10,2,1
10,10,2,1
6,6,3,1
7,6,3,1
8,6,3,1
9,6,3,1
10,6,3,1
6,7,3,1
7,7,3,1
8,7,3,1
9,7,3,1
10,7,3,1
6,8,3,1
7,8,3,1
8,8,3,1
9,8,3,1
10,8,3,1
6,9,3,1
7,9,3,1
8,9,3,1
9,9,3,1
10,9,3,1
6,10,3,1
7,10,3,1
8,10,3,1
9,10,3,1
10,10,3,1
6,6,4,1
7,6,4,1
8,6,4,1
9,6,4,1
10,6,4,1
6,7,4,1
7,7,4,1
8,7,4,1
9,7,4,1
10,7,4,1
6,8,4,1
7,8,4,1
8,8,4,1
9,8,4,1
10,8,4,1
6,9,4,1
7,9,4,1
8,9,4,1
9,9,4,1
10,9,4,1
6,10,4,1
7,10,4,1
8,10,4,1
9,10,4,1
10,10,4,1
6,6,5,1
8,6,5,1
9,6,5,1
10,6,5,1
6,8,5,1
8,8,5,1
9,8,5,1
10,8,5,1
6,9,5,1
8,9,5,1
9,9,5,1
10,9,5,1
6,10,5,1
8,10,5,1
9,10,5,1
10,10,5,1
1,1,6,1
2,1,6,1
1,2,6,1
2,2,6,1
11,11,7,1
12,12,8,1
13,12,8,1
12,13,8,1
13,13,8,1
3,3,9,1
12,3,9,1
13,3,9,1
3,12,9,1
12,12,9,1
13,12,9,1
3,13,9,1
12,13,9,1
13,13,9,1
2,2,10,1
14,2,10,1
2,14,10,1
14,14,10,1
8,8,11,1
12,8,11,1
13,8,11,1
15,8,11,1
8,12,11,1
12,12,11,1
13,12,11,1
15,12,11,1
8,13,11,1
12,13,11,1
13,13,11,1
15,13,11,1
8,15,11,1
12,15,11,1
13,15,11,1
15,15,11,1
2,2,12,1
8,2,12,1
12,2,12,1
13,2,12,1
15,2,12,1
2,8,12,1
8,8,12,1
12,8,12,1
13,8,12,1
15,8,12,1
2,12,12,1
8,12,12,1
12,12,12,1
13,12,12,1
15,12,12,1
2,13,12,1
8,13,12,1
12,13,12,1
13,13,12,1
15,13,12,1
2,15,12,1
8,15,12,1
12,15,12,1
13,15,12,1
15,15,12,1
2,2,13,1
8,2,13,1
12,2,13,1
2,8,13,1
8,8,13,1
12,8,13,1
2,12,13,1
8,12,13,1
12,12,13,1
2,2,14,1
7,2,14,1
8,2,14,1
12,2,14,1
13,2,14,1
15,2,14,1
16,2,14,1
2,7,14,1
7,7,14,1
8,7,14,1
12,7,14,1
13,7,14,1
15,7,14,1
16,7,14,1
2,8,14,1
7,8,14,1
8,8,14,1
12,8,14,1
13,8,14,1
15,8,14,1
16,8,14,1
2,12,14,1
7,12,14,1
8,12,14,1
12,12,14,1
13,12,14,1
15,12,14,1
16,12,14,1
2,13,14,1
7,13,14,1
8,13,14,1
12,13,14,1
13,13,14,1
15,13,14,1
16,13,14,1
2,15,14,1
7,15,14,1
8,15,14,1
12,15,14,1
13,15,14,1
15,15,14,1
16,15,14,1
2,16,14,1
7,16,14,1
8,16,14,1
12,16,14,1
13,16,14,1
15,16,14,1
16,16,14,1
3,3,15,1
6,3,15,1
9,3,15,1
10,3,15,1
14,3,15,1
3,6,15,1
6,6,15,1
9,6,15,1
10,6,15,1
14,6,15,1
3,9,15,1
6,9,15,1
9,9,15,1
10,9,15,1
14,9,15,1
3,10,15,1
6,10,15,1
9,10,15,1
10,10,15,1
14,10,15,1
3,14,15,1
6,14,15,1
9,14,15,1
10,14,15,1
14,14,15,1
2,2,16,1
12,2,16,1
13,2,16,1
15,2,16,1
16,2,16,1
2,12,16,1
12,12,16,1
13,12,16,1
15,12,16,1
16,12,16,1
2,13,16,1
12,13,16,1
13,13,16,1
15,13,16,1
16,13,16,1
2,15,16,1
12,15,16,1
13,15,16,1
15,15,16,1
16,15,16,1
2,16,16,1
12,16,16,1
13,16,16,1
15,16,16,1
16,16,16,1
2,2,17,1
12,2,17,1
15,2,17,1
16,2,17,1
2,12,17,1
12,12,17,1
15,12,17,1
16,12,17,1
2,15,17,1
12,15,17,1
15,15,17,1
16,15,17,1
2,16,17,1
12,16,17,1
15,16,17,1
16,16,17,1
2,2,18,1
12,2,18,1
15,2,18,1
16,2,18,1
2,12,18,1
12,12,18,1
15,12,18,1
16,12,18,1
2,15,18,1
12,15,18,1
15,15,18,1
16,15,18,1
2,16,18,1
12,16,18,1
15,16,18,1
16,16,18,1
3,3,19,1
8,3,19,1
3,8,19,1
8,8,19,1
1,1,20,1
19,1,20,1
1,19,20,1
19,19,20,1
1,1,21,1
19,1,21,1
1,19,21,1
19,19,21,1
20,20,22,1
21,20,22,1
20,21,22,1
21,21,22,1
2,2,23,1
10,2,23,1
22,2,23,1
2,10,23,1
10,10,23,1
22,10,23,1
2,22,23,1
10,22,23,1
22,22,23,1
5,5,24,1
10,10,25,1
12,10,25,1
15,10,25,1
16,10,25,1
22,10,25,1
10,12,25,1
12,12,25,1
15,12,25,1
16,12,25,1
22,12,25,1
10,15,25,1
12,15,25,1
15,15,25,1
16,15,25,1
22,15,25,1
10,16,25,1
12,16,25,1
15,16,25,1
16,16,25,1
22,16,25,1
10,22,25,1
12,22,25,1
15,22,25,1
16,22,25,1
22,22,25,1
1,1,26,1
4,1,26,1
10,1,26,1
1,4,26,1
4,4,26,1
10,4,26,1
1,10,26,1
4,10,26,1
10,10,26,1
2,2,27,1
4,2,27,1
10,2,27,1
20,2,27,1
21,2,27,1
22,2,27,1
2,4,27,1
4,4,27,1
10,4,27,1
20,4,27,1
21,4,27,1
22,4,27,1
2,10,27,1
4,10,27,1
10,10,27,1
20,10,27,1
21,10,27,1
22,10,27,1
2,20,27,1
4,20,27,1
10,20,27,1
20,20,27,1
21,20,27,1
22,20,27,1
2,21,27,1
4,21,27,1
10,21,27,1
20,21,27,1
21,21,27,1
22,21,27,1
2,22,27,1
4,22,27,1
10,22,27,1
20,22,27,1
21,22,27,1
22,22,27,1
6,6,28,1
3,3,29,1
6,3,29,1
3,6,29,1
6,6,29,1
10,10,30,1
11,10,30,1
21,10,30,1
10,11,30,1
11,11,30,1
21,11,30,1
10,21,30,1
11,21,30,1
21,21,30,1
10,10,31,1
19,10,31,1
10,19,31,1
19,19,31,1
9,9,32,1
15,9,32,1
22,9,32,1
9,15,32,1
15,15,32,1
22,15,32,1
9,22,32,1
15,22,32,1
22,22,32,1
15,15,33,1
22,15,33,1
15,22,33,1
22,22,33,1
20,20,34,1
21,20,34,1
20,21,34,1
21,21,34,1
2,2,35,1
1,1,36,1
17,1,36,1
1,17,36,1
17,17,36,1
2,2,37,1
14,2,37,1
20,2,37,1
2,14,37,1
14,14,37,1
20,14,37,1
2,20,37,1
14,20,37,1
20,20,37,1
20,20,38,1
21,20,38,1
20,21,38,1
21,21,38,1
16,16,39,1
19,16,39,1
22,16,39,1
16,19,39,1
19,19,39,1
22,19,39,1
16,22,39,1
19,22,39,1
22,22,39,1
2,2,40,1
23,2,40,1
2,23,40,1
23,23,40,1
23,23,41,1
22,22,42,1
23,22,42,1
22,23,42,1
23,23,42,1
3,3,43,1
22,3,43,1
23,3,43,1
3,22,43,1
22,22,43,1
23,22,43,1
3,23,43,1
22,23,43,1
23,23,43,1
14,14,44,1
20,14,44,1
25,14,44,1
14,20,44,1
20,20,44,1
25,20,44,1
14,25,44,1
20,25,44,1
25,25,44,1
20,20,45,1
25,20,45,1
20,25,45,1
25,25,45,1
2,2,46,1
12,2,46,1
22,2,46,1
2,12,46,1
12,12,46,1
22,12,46,1
2,22,46,1
12,22,46,1
22,22,46,1
16,16,47,1
18,16,47,1
16,18,47,1
18,18,47,1
14,14,48,1
20,20,49,1
21,20,49,1
20,21,49,1
21,21,49,1
10,10,50,1
20,10,50,1
22,10,50,1
10,20,50,1
20,20,50,1
22,20,50,1
10,22,50,1
20,22,50,1
22,22,50,1
20,20,51,1
14,14,52,1
25,14,52,1
14,25,52,1
25,25,52,1
2,2,53,1
17,2,53,1
2,17,53,1
17,17,53,1
14,14,54,1
21,14,54,1
26,14,54,1
14,21,54,1
21,21,54,1
26,21,54,1
14,26,54,1
21,26,54,1
26,26,54,1
10,10,55,1
22,10,55,1
10,22,55,1
