22,22,55,1
24,24,56,1
2,2,57,1
14,14,58,1
21,14,58,1
26,14,58,1
14,21,58,1
21,21,58,1
26,21,58,1
14,26,58,1
21,26,58,1
26,26,58,1
14,14,59,1
22,14,59,1
23,14,59,1
26,14,59,1
14,22,59,1
22,22,59,1
23,22,59,1
26,22,59,1
14,23,59,1
22,23,59,1
23,23,59,1
26,23,59,1
14,26,59,1
22,26,59,1
23,26,59,1
26,26,59,1
19,19,60,1
14,14,61,1
20,14,61,1
23,14,61,1
26,14,61,1
14,20,61,1
20,20,61,1
23,20,61,1
26,20,61,1
14,23,61,1
20,23,61,1
23,23,61,1
26,23,61,1
14,26,61,1
20,26,61,1
23,26,61,1
26,26,61,1
14,14,62,1
22,14,62,1
23,14,62,1
26,14,62,1
14,22,62,1
22,22,62,1
23,22,62,1
26,22,62,1
14,23,62,1
22,23,62,1
23,23,62,1
26,23,62,1
14,26,62,1
22,26,62,1
23,26,62,1
26,26,62,1
14,14,63,1
17,14,63,1
26,14,63,1
14,17,63,1
17,17,63,1
26,17,63,1
14,26,63,1
17,26,63,1
26,26,63,1
14,14,64,1
20,14,64,1
23,14,64,1
26,14,64,1
14,20,64,1
20,20,64,1
23,20,64,1
26,20,64,1
14,23,64,1
20,23,64,1
23,23,64,1
26,23,64,1
14,26,64,1
20,26,64,1
23,26,64,1
26,26,64,1
14,14,65,1
22,14,65,1
14,22,65,1
22,22,65,1
5,5,66,1
1,1,67,1
2,2,68,1
22,2,68,1
2,22,68,1
22,22,68,1
3,3,69,1
23,3,69,1
3,23,69,1
23,23,69,1
17,17,70,1
14,14,71,1
20,14,71,1
23,14,71,1
26,14,71,1
14,20,71,1
20,20,71,1
23,20,71,1
26,20,71,1
14,23,71,1
20,23,71,1
23,23,71,1
26,23,71,1
14,26,71,1
20,26,71,1
23,26,71,1
26,26,71,1
14,14,72,1
20,14,72,1
25,14,72,1
26,14,72,1
14,20,72,1
20,20,72,1
25,20,72,1
26,20,72,1
14,25,72,1
20,25,72,1
25,25,72,1
26,25,72,1
14,26,72,1
20,26,72,1
25,26,72,1
26,26,72,1
20,20,73,1
25,20,73,1
26,20,73,1
20,25,73,1
25,25,73,1
26,25,73,1
20,26,73,1
25,26,73,1
26,26,73,1
16,16,74,1
18,16,74,1
16,18,74,1
18,18,74,1
