3,3,1
4,3,1
3,4,1
4,4,1
3,3,2
6,3,2
7,3,2
8,3,2
9,3,2
10,3,2
3,6,2
6,6,2
7,6,2
8,6,2
9,6,2
10,6,2
3,7,2
6,7,2
7,7,2
8,7,2
9,7,2
10,7,2
3,8,2
6,8,2
7,8,2
8,8,2
9,8,2
10,8,2
3,9,2
6,9,2
7,9,2
8,9,2
9,9,2
10,9,2
3,10,2
6,10,2
7,10,2
8,10,2
9,10,2
10,10,2
6,6,3
7,6,3
8,6,3
9,6,3
10,6,3
6,7,3
7,7,3
8,7,3
9,7,3
10,7,3
6,8,3
7,8,3
8,8,3
9,8,3
10,8,3
6,9,3
7,9,3
8,9,3
9,9,3
10,9,3
6,10,3
7,10,3
8,10,3
9,10,3
10,10,3
6,6,4
7,6,4
8,6,4
9,6,4
10,6,4
6,7,4
7,7,4
8,7,4
9,7,4
10,7,4
6,8,4
7,8,4
8,8,4
9,8,4
10,8,4
6,9,4
7,9,4
8,9,4
9,9,4
10,9,4
6,10,4
7,10,4
8,10,4
9,10,4
10,10,4
6,6,5
8,6,5
9,6,5
10,6,5
6,8,5
8,8,5
9,8,5
10,8,5
6,9,5
8,9,5
9,9,5
10,9,5
6,10,5
8,10,5
9,10,5
10,10,5
1,1,6
2,1,6
1,2,6
2,2,6
11,11,7
12,12,8
13,12,8
12,13,8
13,13,8
3,3,9
12,3,9
13,3,9
3,12,9
12,12,9
13,12,9
3,13,9
12,13,9
13,13,9
2,2,10
14,2,10
2,14,10
14,14,10
8,8,11
12,8,11
13,8,11
15,8,11
8,12,11
12,12,11
13,12,11
15,12,11
8,13,11
12,13,11
13,13,11
15,13,11
8,15,11
12,15,11
13,15,11
15,15,11
2,2,12
8,2,12
12,2,12
13,2,12
15,2,12
2,8,12
8,8,12
12,8,12
13,8,12
15,8,12
2,12,12
8,12,12
12,12,12
13,12,12
15,12,12
2,13,12
8,13,12
12,13,12
13,13,12
15,13,12
2,15,12
8,15,12
12,15,12
13,15,12
15,15,12
2,2,13
8,2,13
12,2,13
2,8,13
8,8,13
12,8,13
2,12,13
8,12,13
12,12,13
2,2,14
7,2,14
8,2,14
12,2,14
13,2,14
15,2,14
16,2,14
2,7,14
7,7,14
8,7,14
12,7,14
13,7,14
15,7,14
16,7,14
2,8,14
7,8,14
8,8,14
12,8,14
13,8,14
15,8,14
16,8,14
2,12,14
7,12,14
8,12,14
12,12,14
13,12,14
15,12,14
16,12,14
2,13,14
7,13,14
8,13,14
12,13,14
13,13,14
15,13,14
16,13,14
2,15,14
7,15,14
8,15,14
12,15,14
13,15,14
15,15,14
16,15,14
2,16,14
7,16,14
8,16,14
12,16,14
13,16,14
15,16,14
16,16,14
3,3,15
6,3,15
9,3,15
10,3,15
14,3,15
3,6,15
6,6,15
9,6,15
10,6,15
14,6,15
3,9,15
6,9,15
9,9,15
10,9,15
14,9,15
3,10,15
6,10,15
9,10,15
10,10,15
14,10,15
3,14,15
6,14,15
9,14,15
10,14,15
14,14,15
2,2,16
12,2,16
13,2,16
15,2,16
16,2,16
2,12,16
12,12,16
13,12,16
15,12,16
16,12,16
2,13,16
12,13,16
13,13,16
15,13,16
16,13,16
2,15,16
12,15,16
13,15,16
15,15,16
16,15,16
2,16,16
12,16,16
13,16,16
15,16,16
16,16,16
2,2,17
12,2,17
15,2,17
16,2,17
2,12,17
12,12,17
15,12,17
16,12,17
2,15,17
12,15,17
15,15,17
16,15,17
2,16,17
12,16,17
15,16,17
16,16,17
2,2,18
12,2,18
15,2,18
16,2,18
2,12,18
12,12,18
15,12,18
16,12,18
2,15,18
12,15,18
15,15,18
16,15,18
2,16,18
12,16,18
15,16,18
16,16,18
3,3,19
8,3,19
3,8,19
8,8,19
1,1,20
19,1,20
1,19,20
19,19,20
1,1,21
19,1,21
1,19,21
19,19,21
20,20,22
21,20,22
20,21,22
21,21,22
2,2,23
10,2,23
22,2,23
2,10,23
10,10,23
22,10,23
2,22,23
10,22,23
22,22,23
5,5,24
10,10,25
12,10,25
15,10,25
16,10,25
22,10,25
10,12,25
12,12,25
15,12,25
16,12,25
22,12,25
10,15,25
12,15,25
15,15,25
16,15,25
22,15,25
10,16,25
12,16,25
15,16,25
16,16,25
22,16,25
10,22,25
12,22,25
15,22,25
16,22,25
22,22,25
1,1,26
4,1,26
10,1,26
1,4,26
4,4,26
10,4,26
1,10,26
4,10,26
10,10,26
2,2,27
4,2,27
10,2,27
20,2,27
21,2,27
22,2,27
2,4,27
4,4,27
10,4,27
20,4,27
21,4,27
22,4,27
2,10,27
4,10,27
10,10,27
20,10,27
21,10,27
22,10,27
2,20,27
4,20,27
10,20,27
20,20,27
21,20,27
22,20,27
2,21,27
4,21,27
10,21,27
20,21,27
21,21,27
22,21,27
2,22,27
4,22,27
10,22,27
20,22,27
21,22,27
22,22,27
6,6,28
3,3,29
6,3,29
3,6,29
6,6,29
10,10,30
11,10,30
21,10,30
10,11,30
11,11,30
21,11,30
10,21,30
11,21,30
21,21,30
10,10,31
19,10,31
10,19,31
19,19,31
9,9,32
15,9,32
22,9,32
9,15,32
15,15,32
22,15,32
9,22,32
15,22,32
22,22,32
15,15,33
22,15,33
15,22,33
22,22,33
20,20,34
21,20,34
20,21,34
21,21,34
2,2,35
1,1,36
17,1,36
1,17,36
17,17,36
2,2,37
14,2,37
20,2,37
2,14,37
14,14,37
20,14,37
2,20,37
14,20,37
20,20,37
20,20,38
21,20,38
20,21,38
21,21,38
16,16,39
19,16,39
22,16,39
16,19,39
19,19,39
22,19,39
16,22,39
19,22,39
22,22,39
2,2,40
23,2,40
2,23,40
23,23,40
23,23,41
22,22,42
23,22,42
22,23,42
23,23,42
3,3,43
22,3,43
23,3,43
3,22,43
22,22,43
23,22,43
3,23,43
22,23,43
23,23,43
14,14,44
20,14,44
25,14,44
14,20,44
20,20,44
25,20,44
14,25,44
20,25,44
25,25,44
20,20,45
25,20,45
20,25,45
25,25,45
2,2,46
12,2,46
22,2,46
2,12,46
12,12,46
22,12,46
2,22,46
12,22,46
22,22,46
16,16,47
18,16,47
16,18,47
18,18,47
14,14,48
20,20,49
21,20,49
20,21,49
21,21,49
10,10,50
20,10,50
22,10,50
10,20,50
20,20,50
22,20,50
10,22,50
20,22,50
22,22,50
20,20,51
14,14,52
25,14,52
14,25,52
25,25,52
2,2,53
17,2,53
2,17,53
17,17,53
14,14,54
21,14,54
26,14,54
14,21,54
21,21,54
26,21,54
14,26,54
21,26,54
26,26,54
10,10,55
22,10,55
10,22,55
22,22,55
24,24,56
2,2,57
14,14,58
21,14,58
26,14,58
14,21,58
21,21,58
26,21,58
14,26,58
21,26,58
26,26,58
14,14,59
22,14,59
23,14,59
26,14,59
14,22,59
22,22,59
23,22,59
26,22,59
14,23,59
22,23,59
23,23,59
26,23,59
14,26,59
22,26,59
23,26,59
26,26,59
19,19,60
14,14,61
20,14,61
23,14,61
26,14,61
14,20,61
20,20,61
23,20,61
26,20,61
14,23,61
20,23,61
23,23,61
26,23,61
14,26,61
20,26,61
23,26,61
26,26,61
14,14,62
22,14,62
23,14,62
26,14,62
14,22,62
22,22,62
23,22,62
26,22,62
14,23,62
22,23,62
23,23,62
26,23,62
14,26,62
22,26,62
23,26,62
26,26,62
14,14,63
17,14,63
26,14,63
14,17,63
17,17,63
26,17,63
14,26,63
17,26,63
26,26,63
14,14,64
20,14,64
23,14,64
26,14,64
14,20,64
20,20,64
23,20,64
26,20,64
14,23,64
20,23,64
23,23,64
26,23,64
14,26,64
20,26,64
23,26,64
26,26,64
14,14,65
22,14,65
14,22,65
22,22,65
5,5,66
1,1,67
2,2,68
22,2,68
2,22,68
22,22,68
3,3,69
23,3,69
3,23,69
23,23,69
17,17,70
14,14,71
20,14,71
23,14,71
26,14,71
14,20,71
20,20,71
23,20,71
26,20,71
14,23,71
20,23,71
23,23,71
26,23,71
14,26,71
20,26,71
23,26,71
26,26,71
14,14,72
20,14,72
25,14,72
26,14,72
14,20,72
20,20,72
25,20,72
26,20,72
14,25,72
20,25,72
25,25,72
26,25,72
14,26,72
20,26,72
25,26,72
26,26,72
20,20,73
25,20,73
26,20,73
20,25,73
25,25,73
26,25,73
20,26,73
25,26,73
26,26,73
16,16,74
18,16,74
16,18,74
18,18,74
